"customer_id","r_score","f_score","m_score","recency_date","frequency","monetary","segment"
"13680",1,2,1,2,5,2202.31,Loyal
"13883",1,1,1,2,9,2538.75,Champions
"14796",1,1,1,2,27,7839.51,Champions
"13102",1,1,1,2,27,6336.29,Champions
"16933",1,2,3,2,5,530.08,Loyal
"17405",1,2,2,2,5,967.22,Loyal
"17436",1,3,5,2,2,216.30,others
"13078",1,1,1,2,43,12432.28,Champions
"15877",1,3,4,2,3,440.78,others
"14569",1,5,5,2,1,227.39,New
"15755",1,1,1,2,8,2318.88,Champions
"14911",1,1,1,2,248,132572.62,Champions
"18223",1,1,1,2,27,6315.23,Champions
"14653",1,1,2,2,7,1947.55,Loyal
"13890",1,1,2,2,14,1860.86,Loyal
"14191",1,1,1,2,14,4660.01,Champions
"13026",1,1,2,2,8,936.15,Loyal
"12955",1,1,1,2,14,4734.26,Champions
"17677",1,1,1,2,43,16219.22,Champions
"15950",1,2,2,2,5,1705.26,Loyal
"16161",1,1,1,2,26,5352.97,Champions
"17675",1,1,1,2,41,20098.10,Champions
"16688",1,2,2,2,4,1260.86,Loyal
"18109",1,1,1,2,31,7925.32,Champions
"17451",1,1,2,2,10,1648.95,Loyal
"13860",1,2,2,2,6,1240.00,Loyal
"13098",1,1,1,2,41,28658.88,Champions
"12358",1,4,2,2,2,1168.06,others
"17668",1,4,4,2,2,347.75,New
"14291",1,1,1,2,12,3873.30,Champions
"13798",1,1,1,2,63,36351.42,Champions
"13468",1,1,1,2,41,5656.75,Champions
"12523",1,1,2,2,13,1745.57,Loyal
"13314",1,2,3,2,4,578.66,Loyal
"16442",1,3,3,2,3,616.79,others
"14251",1,2,1,2,5,2879.70,Loyal
"14217",1,1,2,2,24,1925.36,Loyal
"17924",1,1,1,2,13,2894.33,Champions
"17144",1,4,2,2,2,984.57,others
"15453",1,1,2,2,7,1388.37,Loyal
"16322",1,3,4,2,2,326.75,others
"14138",1,4,2,2,2,982.38,others
"13599",1,1,1,2,33,5030.60,Champions
"16891",1,2,3,2,5,809.70,Loyal
"13954",1,3,4,2,3,378.59,others
"17631",1,3,3,2,3,528.33,others
"13510",1,2,2,2,5,1785.16,Loyal
"13394",1,1,1,2,10,2312.80,Champions
"17841",1,1,1,2,169,40340.78,Champions
"15484",1,2,1,2,5,3563.11,Loyal
"15214",1,1,2,2,8,1661.44,Loyal
"13536",1,1,1,2,7,3448.29,Champions
"18210",1,2,1,2,6,2621.38,Loyal
"12621",1,1,1,2,23,13612.07,Champions
"15237",1,2,2,2,4,1412.32,Loyal
"14698",1,2,2,2,5,1250.76,Loyal
"15399",1,3,3,2,3,815.77,others
"13263",1,1,1,2,35,7454.07,Champions
"16794",1,1,2,2,12,1201.51,Loyal
"16892",1,1,3,2,7,496.84,Loyal
"15520",1,5,4,2,1,343.50,New
"17554",1,2,2,2,5,1952.45,Loyal
"15208",1,2,3,2,6,867.62,Loyal
"17530",1,1,1,2,10,2385.00,Champions
"13081",1,1,1,2,21,27964.48,Champions
"13924",1,1,2,2,11,1682.08,Loyal
"13404",1,3,4,2,2,252.49,others
"14621",1,2,2,2,6,1765.76,Loyal
"16401",1,1,1,2,20,4061.24,Champions
"16358",1,2,1,2,5,2024.95,Loyal
"14730",1,1,1,2,8,2005.06,Champions
"12476",1,1,1,2,20,6546.58,Champions
"12437",1,1,1,2,19,4896.66,Champions
"12558",1,3,5,2,2,0.00,others
"13521",1,3,2,2,3,1093.65,others
"15796",1,1,1,2,10,2666.61,Champions
"14415",1,1,1,2,18,5811.56,Champions
"17856",1,2,2,2,6,1393.79,Loyal
"13077",1,2,3,2,4,729.27,Loyal
"17830",1,3,4,2,3,398.70,others
"15187",1,1,1,2,18,4670.08,Champions
"14129",1,2,2,2,5,1123.86,Loyal
"14702",1,1,1,2,18,3250.64,Champions
"16210",1,1,1,2,18,21086.30,Champions
"14520",1,3,4,2,2,270.60,others
"17243",1,1,1,2,30,8628.55,Champions
"16833",1,2,2,2,4,1106.53,Loyal
"17644",1,1,1,2,17,2768.98,Champions
"15189",1,1,1,2,53,15802.14,Champions
"13471",1,2,1,2,4,2531.58,Loyal
"17522",1,2,2,2,5,1070.71,Loyal
"17526",1,1,3,2,8,706.70,Loyal
"17673",1,1,2,2,7,1622.22,Loyal
"13269",1,1,1,2,17,5315.92,Champions
"15156",1,3,2,2,3,961.49,others
"17491",1,1,1,2,11,3541.92,Champions
"17528",1,1,1,2,11,3540.10,Champions
"17949",1,1,1,2,52,52750.84,Champions
"15951",1,3,3,2,3,669.57,others
"15159",1,1,1,2,34,18573.68,Champions
"14056",1,1,1,2,29,8124.40,Champions
"15898",1,2,2,2,6,1384.68,Loyal
"14606",1,1,1,2,128,11713.85,Champions
"13318",1,3,3,2,3,640.76,others
"14442",1,2,2,2,5,1544.62,Loyal
"16523",1,1,1,2,28,9295.67,Champions
"17757",1,1,1,2,31,5585.49,Champions
"13436",1,5,5,2,1,196.89,New
"16019",1,1,1,2,10,3450.24,Champions
"13743",1,1,2,3,8,1340.15,Loyal
"12826",1,1,2,3,8,1468.12,Loyal
"13949",1,2,1,3,6,2427.32,Loyal
"15525",1,2,3,3,4,811.02,Loyal
"15750",1,1,1,3,9,2451.23,Champions
"12471",1,1,1,3,49,18740.92,Champions
"17266",1,3,4,3,3,310.64,others
"17232",1,4,4,3,2,421.52,New
"17735",1,1,1,3,19,13110.02,Champions
"15136",1,2,2,3,5,1282.45,Loyal
"18237",1,2,2,3,5,987.10,Loyal
"12950",1,3,2,3,3,1843.00,others
"16525",1,1,1,3,29,11895.57,Champions
"17412",1,2,2,3,7,1258.06,Loyal
"14085",1,1,1,3,19,4435.79,Champions
"12615",1,2,1,3,4,2291.19,Loyal
"13882",1,2,2,3,6,1131.28,Loyal
"18219",1,1,1,3,11,2019.77,Champions
"14087",1,3,5,3,2,181.67,others
"14189",1,1,1,3,24,4604.31,Champions
"16971",1,3,5,3,2,232.21,others
"14910",1,1,4,3,7,389.86,others
"18273",1,3,5,3,3,204.00,others
"17097",1,1,2,3,9,937.92,Loyal
"16368",1,4,3,3,2,497.43,others
"13769",1,1,1,3,16,2771.87,Champions
"13767",1,1,1,3,52,16945.71,Champions
"13089",1,1,1,3,118,57385.88,Champions
"17870",1,1,2,3,13,1889.40,Loyal
"14032",1,1,1,3,18,2929.84,Champions
"14204",1,5,5,3,1,161.03,New
"15883",1,4,4,3,2,396.48,New
"14534",1,1,1,3,25,4075.35,Champions
"14769",1,1,1,3,10,10641.60,Champions
"17511",1,1,1,3,46,88125.38,Champions
"16458",1,1,1,3,18,3482.74,Champions
"16191",1,1,1,3,25,4913.32,Champions
"16817",1,1,2,3,13,1446.95,Loyal
"12783",1,1,2,3,8,1603.87,Loyal
"17835",1,3,4,3,3,350.64,others
"17602",1,1,1,3,8,5050.77,Champions
"17434",1,1,1,3,9,2333.42,Champions
"12462",1,2,2,3,4,1124.01,Loyal
"13267",1,1,1,3,27,4404.44,Champions
"12720",1,1,1,3,29,5713.28,Champions
"16672",1,1,1,3,23,8093.59,Champions
"17042",1,2,2,3,5,1044.38,Loyal
"14794",1,1,2,3,9,1272.11,Loyal
"17449",1,1,1,3,8,2504.86,Champions
"12375",1,3,4,3,3,455.42,others
"14527",1,1,1,3,86,7711.38,Champions
"14904",1,4,2,3,2,1025.44,others
"14708",1,2,2,3,4,1096.67,Loyal
"12569",1,1,1,3,35,4064.99,Champions
"15471",1,4,3,3,1,469.48,others
"13685",1,1,1,3,7,3119.44,Champions
"12583",1,1,1,3,18,7187.34,Champions
"13014",1,1,1,3,16,3365.43,Champions
"12828",1,2,2,3,6,1018.71,Loyal
"17590",1,3,2,3,3,1479.22,others
"16678",1,1,1,3,17,3013.83,Champions
"12747",1,1,1,3,11,4196.01,Champions
"17503",1,4,3,3,2,558.96,others
"13870",1,1,1,3,10,2751.25,Champions
"12839",1,1,1,3,16,5583.62,Champions
"13668",1,1,1,3,29,6216.07,Champions
"13534",1,1,1,3,43,5613.08,Champions
"15701",1,2,2,3,4,1542.14,Loyal
"15195",1,4,1,3,1,3861.00,others
"12935",1,1,1,3,8,2156.45,Champions
"16271",1,2,2,3,6,1423.29,Loyal
"12347",1,1,1,3,7,4310.00,Champions
"15568",1,3,3,3,3,758.29,others
"14739",1,1,1,3,8,3899.10,Champions
"18272",1,1,1,3,7,3064.78,Champions
"15984",1,1,1,3,11,2816.97,Champions
"14395",1,1,1,3,12,3471.91,Champions
"18092",1,1,1,3,12,9065.76,Champions
"17049",1,1,1,3,11,5594.78,Champions
"14141",1,2,3,3,6,879.03,Loyal
"16000",1,3,1,3,3,12393.70,others
"12785",1,3,4,3,2,305.71,others
"17017",1,1,1,3,27,8574.11,Champions
"14132",1,1,1,3,12,3580.13,Champions
"13109",1,2,3,3,5,766.84,Loyal
"16426",1,1,2,3,10,1908.25,Loyal
"16393",1,1,1,3,20,2941.05,Champions
"16539",1,2,2,3,4,1388.81,Loyal
"15969",1,2,3,3,4,582.90,Loyal
"17238",1,1,1,3,17,3744.65,Champions
"15298",1,1,1,3,14,3774.10,Champions
"16779",1,1,1,3,28,10454.05,Champions
"12912",1,2,2,3,5,1662.30,Loyal
"17091",1,1,1,3,10,3802.81,Champions
"13756",1,1,1,3,15,5145.12,Champions
"14578",1,5,5,4,1,168.63,New
"16076",1,1,1,4,11,2173.53,Champions
"14113",1,1,2,4,8,1377.92,Loyal
"12820",1,2,2,4,4,942.34,Loyal
"16201",1,2,2,4,5,1821.52,Loyal
"17883",1,2,3,4,4,671.77,Loyal
"14825",1,1,1,4,12,2226.91,Champions
"12723",1,2,3,4,5,725.07,Loyal
"12417",1,1,1,4,12,3578.80,Champions
"12877",1,1,2,4,12,1535.77,Loyal
"16979",1,1,2,4,8,1809.05,Loyal
"16554",1,1,3,4,7,641.55,Loyal
"17119",1,3,3,4,3,593.61,others
"15992",1,4,5,4,1,41.99,New
"13255",1,3,4,4,3,390.66,others
"14140",1,3,2,4,3,920.05,others
"16133",1,1,1,4,46,14305.66,Champions
"12753",1,1,1,4,11,21024.01,Champions
"12442",1,5,5,4,1,172.06,New
"15907",1,3,2,4,3,967.45,others
"13323",1,2,3,4,5,787.85,Loyal
"13914",1,3,3,4,3,613.95,others
"14869",1,3,3,4,3,721.95,others
"14735",1,1,1,4,34,5807.69,Champions
"12766",1,1,1,4,7,6989.63,Champions
"17861",1,1,1,4,9,2059.20,Champions
"14298",1,1,1,4,45,50862.44,Champions
"16528",1,5,4,4,1,244.41,New
"14673",1,2,2,4,5,1736.40,Loyal
"13994",1,2,1,4,6,2313.14,Loyal
"14071",1,1,2,4,9,1307.41,Loyal
"12709",1,1,1,4,26,9294.10,Champions
"13225",1,1,1,4,8,6083.04,Champions
"17857",1,1,1,4,25,26763.34,Champions
"18005",1,3,4,4,2,249.72,others
"15822",1,4,3,4,2,885.47,others
"12716",1,3,2,4,2,1053.49,others
"16571",1,2,2,4,5,1285.22,Loyal
"16353",1,1,1,4,23,6675.71,Champions
"14655",1,2,2,4,5,1930.15,Loyal
"13881",1,1,1,4,22,16989.52,Champions
"17250",1,4,4,4,2,384.52,New
"14503",1,2,1,4,6,3543.26,Loyal
"16015",1,2,3,4,4,690.54,Loyal
"13104",1,2,2,4,6,1098.48,Loyal
"15194",1,1,1,4,22,7521.17,Champions
"14293",1,2,2,4,4,1046.56,Loyal
"14562",1,1,1,4,22,4709.22,Champions
"16569",1,5,5,4,1,124.20,New
"17481",1,2,2,4,5,1249.34,Loyal
"14543",1,1,1,4,21,2916.17,Champions
"14547",1,1,1,4,9,3986.74,Champions
"13507",1,2,1,4,4,2479.16,Loyal
"17611",1,1,1,4,19,3947.87,Champions
"16987",1,2,2,4,7,1625.05,Loyal
"12989",1,1,1,4,19,6854.51,Champions
"15814",1,2,2,4,6,1842.73,Loyal
"12967",1,2,2,4,4,1194.75,Loyal
"12584",1,1,2,4,18,1893.95,Loyal
"15157",1,2,2,4,5,1869.50,Loyal
"16711",1,2,2,4,5,1651.03,Loyal
"16620",1,3,5,4,2,178.96,others
"16764",1,1,1,4,18,2758.25,Champions
"14121",1,2,1,4,6,2740.30,Loyal
"12749",1,1,1,4,8,3868.20,Champions
"18225",1,1,1,4,17,5361.02,Champions
"13709",1,1,1,4,17,6249.11,Champions
"16313",1,3,4,4,2,274.15,others
"14572",1,1,1,4,10,2803.69,Champions
"16013",1,1,1,4,54,33366.25,Champions
"15622",1,1,1,4,16,3224.53,Champions
"17346",1,1,1,4,16,2611.58,Champions
"12478",1,4,3,4,1,680.99,others
"14418",1,3,2,4,3,1937.25,others
"16949",1,2,2,4,7,1161.27,Loyal
"12650",1,5,4,4,1,314.44,New
"18283",1,1,1,4,16,2094.88,Champions
"16929",1,1,2,4,7,1295.39,Loyal
"12921",1,1,1,4,50,16389.74,Champions
"17666",1,3,3,4,2,728.16,others
"13694",1,1,1,4,60,62653.10,Champions
"18154",1,4,4,4,2,399.19,New
"12971",1,1,1,4,89,10930.26,Champions
"14907",1,1,1,4,10,3478.85,Champions
"17730",1,1,1,4,15,5288.83,Champions
"17593",1,2,1,4,6,3911.56,Loyal
"14868",1,1,1,4,9,2939.64,Champions
"14282",1,1,1,4,15,3729.34,Champions
"15318",1,5,4,4,1,312.62,New
"17914",1,5,4,4,1,336.43,New
"17705",1,1,2,4,10,1781.12,Loyal
"15061",1,1,1,4,55,54228.74,Champions
"17884",1,2,3,4,4,717.45,Loyal
"17728",1,2,1,4,5,2515.68,Loyal
"17659",1,1,1,4,14,2954.75,Champions
"12682",1,1,1,4,31,12288.22,Champions
"17290",1,4,3,4,2,525.24,others
"16495",1,3,3,4,3,684.41,others
"18167",1,2,2,4,6,1355.51,Loyal
"17744",1,1,1,4,7,2291.08,Champions
"14871",1,2,3,4,4,522.38,Loyal
"16790",1,1,2,4,8,1520.12,Loyal
"13755",1,1,1,4,10,2154.68,Champions
"12479",1,3,3,4,3,477.30,others
"16143",1,1,1,4,7,2419.84,Champions
"12362",1,1,1,4,13,5154.58,Champions
"14737",1,3,2,4,3,1164.55,others
"14110",1,1,1,4,13,5669.65,Champions
"13362",1,2,1,4,5,3085.49,Loyal
"14216",1,2,2,4,4,1839.30,Loyal
"16016",1,1,2,4,10,1483.31,Loyal
"15023",1,1,1,4,12,6763.16,Champions
"13199",1,1,1,4,39,9803.96,Champions
"16968",1,4,4,5,2,439.43,New
"15097",1,5,4,5,1,248.08,New
"18180",1,2,2,5,6,1843.75,Loyal
"14083",1,1,2,5,9,1018.43,Loyal
"13173",1,4,4,5,2,353.65,New
"13079",1,2,5,5,5,220.10,others
"18015",1,5,5,5,1,120.03,New
"17090",1,1,1,5,8,2041.85,Champions
"18030",1,3,5,5,3,220.70,others
"16360",1,1,1,5,8,3411.69,Champions
"12782",1,2,1,5,6,2273.32,Loyal
"15358",1,1,1,5,29,8234.80,Champions
"16600",1,2,3,5,6,813.52,Loyal
"12925",1,3,3,5,2,694.05,others
"12841",1,1,1,5,26,3876.40,Champions
"17383",1,5,5,5,1,199.29,New
"17706",1,1,1,5,22,10097.37,Champions
"16513",1,2,3,5,4,874.59,Loyal
"18198",1,1,1,5,21,5083.06,Champions
"15290",1,1,1,5,21,7803.77,Champions
"13790",1,5,4,5,1,348.80,New
"12683",1,1,1,5,20,8221.09,Champions
"14060",1,1,1,5,20,6135.38,Champions
"16746",1,1,1,5,19,6694.31,Champions
"16592",1,1,1,5,19,4073.28,Champions
"17404",1,1,1,5,18,30300.82,Champions
"15274",1,3,3,5,2,716.57,others
"15640",1,1,1,5,17,12433.34,Champions
"17254",1,3,4,5,2,272.44,others
"17920",1,1,1,5,17,4204.10,Champions
"14777",1,4,5,5,2,-17.45,New
"16904",1,1,1,5,16,3754.27,Champions
"16379",1,2,1,5,5,2131.90,Loyal
"16149",1,3,4,5,2,280.52,others
"16682",1,2,2,5,5,1028.00,Loyal
"13985",1,1,1,5,16,7024.53,Champions
"13311",1,4,3,5,2,598.57,others
"12367",1,5,5,5,1,168.90,New
"12381",1,2,2,5,6,1803.96,Loyal
"13001",1,1,1,5,15,9797.92,Champions
"13230",1,1,1,5,15,2763.41,Champions
"12628",1,2,3,5,4,769.61,Loyal
"14608",1,2,2,5,4,1785.15,Loyal
"16811",1,4,3,5,2,547.07,others
"15690",1,3,4,5,2,239.76,others
"13083",1,3,4,5,2,303.75,others
"12913",1,2,1,5,5,2483.63,Loyal
"14401",1,1,1,5,14,4039.98,Champions
"15145",1,2,2,5,4,1194.73,Loyal
"17402",1,1,1,5,13,2633.85,Champions
"14219",1,5,5,5,1,89.94,New
"12994",1,2,3,5,5,902.22,Loyal
"17579",1,2,4,5,4,440.20,others
"15031",1,2,3,5,4,668.14,Loyal
"16597",1,5,5,5,1,90.04,New
"15572",1,1,1,5,7,2552.86,Champions
"16500",1,2,4,5,6,400.86,others
"15854",1,1,1,5,12,2974.65,Champions
"15621",1,2,2,5,6,1158.77,Loyal
"15550",1,2,3,5,4,575.63,Loyal
"13021",1,1,1,5,12,2584.40,Champions
"12957",1,1,1,5,12,3979.04,Champions
"15053",1,3,3,5,3,697.79,others
"14198",1,1,3,5,7,663.50,Loyal
"17006",1,2,3,5,4,781.78,Loyal
"17817",1,3,4,5,3,387.68,others
"15033",1,1,1,5,11,2571.02,Champions
"17811",1,1,1,5,51,7677.71,Champions
"14793",1,3,5,5,2,214.14,others
"14931",1,2,2,5,6,964.68,Loyal
"12646",1,4,2,5,2,1346.97,others
"17426",1,1,1,5,7,5022.26,Champions
"14096",1,1,1,5,34,57120.91,Champions
"15932",1,1,1,5,11,2461.85,Champions
"18044",1,1,1,5,11,2085.65,Champions
"14649",1,2,2,5,4,1417.29,Loyal
"14194",1,1,1,5,32,11216.75,Champions
"13417",1,3,3,5,2,640.83,others
"13126",1,1,1,5,10,2056.29,Champions
"16057",1,1,1,5,10,2140.22,Champions
"17676",1,1,2,5,7,1383.27,Loyal
"16873",1,1,1,5,10,7066.31,Champions
"14629",1,3,2,5,3,939.21,others
"14075",1,3,2,5,3,942.26,others
"15856",1,1,1,5,31,16173.67,Champions
"16684",1,1,1,5,31,65892.08,Champions
"14759",1,3,2,5,3,1625.97,others
"15628",1,1,1,5,10,2865.64,Champions
"16200",1,3,2,5,2,1080.62,others
"17218",1,1,2,5,10,1960.72,Loyal
"16851",1,3,4,5,3,342.45,others
"13305",1,1,2,5,10,2000.86,Loyal
"16910",1,1,2,5,8,1510.06,Loyal
"14696",1,1,1,5,9,2070.97,Champions
"16642",1,3,3,5,3,679.83,others
"15392",1,2,2,5,5,1515.73,Loyal
"14546",1,1,1,5,9,2487.02,Champions
"17618",1,3,2,6,3,971.58,others
"14354",1,4,5,6,2,163.62,New
"13558",1,2,3,6,4,605.06,Loyal
"16326",1,1,1,6,15,3085.96,Champions
"16988",1,5,5,6,1,126.12,New
"12490",1,1,1,6,10,5417.93,Champions
"13956",1,2,2,6,5,1026.42,Loyal
"12560",1,2,1,6,4,2101.39,Loyal
"16535",1,4,3,6,1,593.75,others
"17629",1,1,2,6,9,1784.12,Loyal
"17936",1,4,4,6,1,389.84,New
"15867",1,1,1,6,16,3797.79,Champions
"13704",1,1,1,6,10,2295.31,Champions
"13596",1,3,3,6,2,697.04,others
"16283",1,1,2,6,7,1531.51,Loyal
"12827",1,3,4,6,3,430.15,others
"17114",1,1,3,6,10,747.22,Loyal
"13838",1,2,3,6,4,691.73,Loyal
"17954",1,1,1,6,16,2295.37,Champions
"16033",1,1,1,6,27,8727.61,Champions
"15773",1,4,3,6,1,635.68,others
"14658",1,3,4,6,2,247.15,others
"14583",1,2,2,6,5,1052.55,Loyal
"16561",1,4,3,6,2,511.12,others
"12719",1,3,3,6,3,608.10,others
"14456",1,1,1,6,14,3047.63,Champions
"13822",1,3,3,6,2,632.00,others
"12952",1,2,2,6,5,1382.84,Loyal
"16905",1,1,1,6,8,3085.48,Champions
"14720",1,3,3,6,3,663.81,others
"17131",1,2,1,6,5,2463.17,Loyal
"17173",1,1,1,6,9,3755.65,Champions
"12673",1,3,3,6,2,610.52,others
"13153",1,4,3,6,1,486.22,others
"17827",1,2,2,6,5,1995.46,Loyal
"13435",1,1,1,6,9,3794.49,Champions
"13808",1,2,2,6,5,1747.66,Loyal
"17858",1,1,1,6,12,5155.66,Champions
"13319",1,1,1,6,36,10664.34,Champions
"16438",1,2,3,6,5,798.35,Loyal
"16931",1,1,1,6,21,4604.22,Champions
"17750",1,1,2,6,9,1797.57,Loyal
"14102",1,1,2,6,8,1314.73,Loyal
"13736",1,3,3,6,3,724.00,others
"18065",1,1,1,6,15,2380.08,Champions
"13630",1,1,2,6,11,1995.68,Loyal
"12724",1,2,2,6,4,1031.41,Loyal
"16333",1,1,1,8,22,26626.80,Champions
"14031",1,1,1,8,23,14634.64,Champions
"14788",1,3,3,8,2,679.44,others
"14895",1,1,1,8,24,11020.26,Champions
"14560",1,1,1,8,24,2174.18,Champions
"13780",1,4,4,8,2,360.01,New
"13495",1,2,2,8,6,1990.12,Loyal
"12364",1,2,2,8,4,1313.10,Loyal
"14688",1,1,1,8,27,5107.38,Champions
"13884",1,2,3,8,6,781.30,Loyal
"13705",1,3,3,8,3,711.86,others
"16103",1,2,2,8,6,1429.64,Loyal
"17686",1,1,1,8,7,5739.46,Champions
"18055",1,1,1,8,11,6752.14,Champions
"12536",1,2,1,8,5,4106.82,Loyal
"16474",1,1,2,8,11,1811.47,Loyal
"17386",1,2,1,8,6,2686.42,Loyal
"12359",1,2,1,8,6,6245.53,Loyal
"15123",1,4,1,8,2,2199.31,others
"18282",1,3,5,8,3,176.60,others
"13953",1,1,1,8,7,3515.68,Champions
"17584",1,3,2,8,3,1227.30,others
"13297",1,2,1,8,4,2089.85,Loyal
"18144",1,1,1,8,12,2888.75,Champions
"16440",1,2,1,8,5,3640.67,Loyal
"18097",1,1,1,8,7,2692.85,Champions
"16359",1,1,2,8,12,1460.37,Loyal
"16899",1,2,2,8,6,1281.56,Loyal
"15078",1,1,1,8,38,9623.35,Champions
"17221",1,3,4,8,2,335.13,others
"12700",1,2,1,8,6,4867.99,Loyal
"15570",1,1,1,8,13,4109.97,Champions
"12704",1,1,1,8,10,2220.84,Champions
"17183",1,1,1,8,8,3286.91,Champions
"17495",1,4,3,8,2,497.56,others
"13017",1,5,5,8,1,204.00,New
"12587",1,5,5,8,1,144.00,New
"14493",1,1,1,8,7,2362.84,Champions
"12684",1,1,1,8,7,2283.63,Champions
"14250",1,3,2,8,3,1904.05,others
"13309",1,2,2,8,5,1456.79,Loyal
"12695",1,2,3,8,4,582.10,Loyal
"14594",1,4,4,8,2,379.83,New
"18174",1,5,5,8,1,104.00,New
"15769",1,1,1,8,29,51823.72,Champions
"16759",1,2,3,8,4,772.84,Loyal
"17567",1,1,1,8,10,4012.56,Champions
"14865",1,4,5,8,2,52.20,New
"14897",1,2,2,8,4,1366.38,Loyal
"14292",1,1,1,8,14,4819.33,Champions
"15547",1,1,1,8,14,4954.84,Champions
"16038",1,2,4,8,4,454.33,others
"14126",1,2,3,8,4,643.63,Loyal
"14023",1,4,3,8,2,584.07,others
"12856",1,1,1,8,8,2162.68,Champions
"12465",1,3,3,8,3,733.89,others
"16989",1,2,2,8,6,1133.25,Loyal
"13560",1,5,5,8,1,174.37,New
"15271",1,1,1,8,16,2485.82,Champions
"13183",1,1,1,8,9,3957.78,Champions
"17942",1,5,5,8,1,77.50,New
"14428",1,2,2,8,7,1230.14,Loyal
"14092",1,1,1,8,17,4063.10,Champions
"13352",1,4,4,8,2,389.28,New
"13868",1,3,1,8,2,3192.54,others
"17086",1,2,1,8,6,2050.08,Loyal
"12962",1,3,4,8,2,266.39,others
"12970",1,2,4,8,4,452.24,others
"13969",1,1,1,8,20,8986.69,Champions
"18245",1,1,1,8,8,2507.56,Champions
"15539",1,4,3,8,1,538.46,others
"12762",1,3,2,8,2,1898.52,others
"17157",1,3,4,8,3,306.55,others
"12668",1,2,1,8,6,3743.18,Loyal
"13458",1,1,1,8,22,9537.92,Champions
"12963",1,1,2,9,9,1841.03,Loyal
"13310",1,2,2,9,6,1083.63,Loyal
"18130",1,2,2,9,4,1045.74,Loyal
"18122",1,2,2,9,6,1826.21,Loyal
"15904",1,5,5,9,1,164.68,New
"16839",1,1,1,9,39,15357.78,Champions
"12901",1,1,1,9,36,16293.10,Champions
"17350",1,2,2,9,5,1256.19,Loyal
"17381",1,1,1,9,30,20272.43,Champions
"16938",1,2,2,9,5,1903.13,Loyal
"13854",1,1,1,9,29,8025.02,Champions
"17576",1,1,1,9,22,3457.78,Champions
"17321",1,3,3,9,2,700.86,others
"13159",1,2,2,9,5,1379.75,Loyal
"14367",1,1,1,9,19,9167.82,Champions
"13853",1,3,2,9,2,1056.94,others
"13090",1,1,1,9,18,8689.39,Champions
"15144",1,1,1,9,18,6530.04,Champions
"17636",1,3,4,9,2,265.93,others
"16145",1,1,1,9,18,3741.98,Champions
"16701",1,1,1,9,18,5150.27,Champions
"14299",1,1,1,9,18,2855.35,Champions
"16700",1,1,1,9,17,5040.00,Champions
"16011",1,1,1,9,16,3362.71,Champions
"14860",1,4,5,9,2,168.62,New
"15602",1,1,2,9,15,1083.63,Loyal
"14389",1,2,2,9,5,999.72,Loyal
"16570",1,1,1,9,15,3622.95,Champions
"14440",1,2,1,9,5,2357.68,Loyal
"12553",1,1,1,9,14,3652.25,Champions
"16789",1,5,5,9,1,80.80,New
"14243",1,1,1,9,14,2535.88,Champions
"14329",1,1,1,9,14,4928.74,Champions
"13115",1,1,1,9,14,2205.63,Champions
"17071",1,1,1,9,14,2385.48,Champions
"13644",1,2,1,9,5,2597.52,Loyal
"15531",1,4,1,9,2,2007.44,others
